Age,Gender,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Salary_Experience_Ratio,Workload_Score,Overall_Satisfaction_Index,Career_Stagnation_Ratio,Is_Overworked,High_Absenteeism,Age_Group_Millennial,Age_Group_Gen_X,Age_Group_Boomer
29,1,4,15349,38,6,10,0,3,1,3,26,0,2,32,14,3,4,4,38,3,1,False,True,False,False,False,True,False,False,True,2192.714285714286,64,3.0,1.4285714285714286,0,1,True,False,False
34,0,3,19624,62,15,1,2,3,1,3,20,1,1,57,6,4,1,2,3,2,0,False,False,True,False,False,False,False,False,True,1226.5,57,2.0,0.0625,1,1,True,False,False
57,0,3,16636,45,29,9,0,1,2,2,76,0,8,48,13,4,3,4,16,4,0,True,False,False,True,False,False,False,True,False,554.5333333333333,384,3.25,0.3,1,1,False,False,True
34,0,5,18734,96,25,5,5,3,4,2,16,0,4,39,19,3,1,3,36,4,1,False,True,True,False,False,False,False,False,False,720.5384615384615,156,2.75,0.19230769230769232,0,1,True,False,False
24,1,4,10912,37,12,5,5,1,5,4,21,1,3,31,0,4,2,4,2,4,0,True,False,True,False,False,False,False,False,True,839.3846153846154,93,3.75,0.38461538461538464,0,0,False,False,False
48,0,2,16960,85,2,11,4,4,3,1,36,0,1,51,10,1,2,1,15,4,0,False,True,False,False,False,False,False,True,False,5653.333333333333,51,1.75,3.6666666666666665,1,1,False,False,True
38,0,5,5574,86,5,5,8,4,2,4,19,0,9,51,18,4,2,2,43,2,0,False,True,False,True,False,False,False,False,True,929.0,459,2.5,0.8333333333333334,1,1,False,True,False
29,1,5,9947,29,26,11,3,1,4,1,63,1,8,57,7,2,1,1,4,2,1,True,False,False,False,True,False,False,True,False,368.4074074074074,456,2.0,0.4074074074074074,1,1,True,False,False
31,0,1,9901,52,17,1,2,3,1,3,48,0,8,34,13,3,3,4,13,2,0,False,True,False,False,True,False,False,True,False,550.0555555555555,272,2.75,0.05555555555555555,0,1,True,False,False
23,1,3,3334,42,13,5,2,4,3,1,20,1,8,30,5,2,1,4,39,2,0,False,True,False,False,True,False,False,False,True,238.14285714285714,240,2.5,0.35714285714285715,0,0,False,False,False
50,0,4,16186,35,28,12,0,1,5,3,44,1,5,46,3,2,2,3,16,4,0,False,False,False,False,False,True,False,False,True,558.1379310344828,230,3.0,0.41379310344827586,1,0,False,False,True
37,1,2,16864,41,13,14,3,2,3,4,10,1,5,50,3,3,4,1,42,1,0,True,False,False,False,True,False,False,False,False,1204.5714285714287,250,2.75,1.0,1,0,False,True,False
35,1,2,15730,61,4,14,6,4,3,1,17,1,8,56,8,3,4,1,49,2,0,True,False,False,False,False,True,False,False,False,3146.0,448,2.75,2.8,1,1,False,True,False
59,1,5,4730,70,16,10,7,1,5,2,3,1,6,32,0,4,2,2,9,3,0,False,True,True,False,False,False,False,True,False,278.2352941176471,192,3.25,0.5882352941176471,0,0,False,False,True
55,0,2,8255,28,8,13,5,1,2,4,99,0,8,53,0,4,1,3,35,2,0,True,False,False,False,True,False,False,False,True,917.2222222222222,424,2.5,1.4444444444444444,1,0,False,False,True
44,0,2,6853,35,3,10,6,4,5,1,39,1,2,56,3,2,4,3,48,4,0,False,False,False,False,False,False,False,False,False,1713.25,112,3.5,2.5,1,0,False,True,False
42,1,5,3802,28,20,6,4,3,5,3,49,0,2,54,9,2,2,2,26,4,0,False,False,False,True,False,False,False,True,False,181.04761904761904,108,2.75,0.2857142857142857,1,1,False,True,False
31,1,3,3911,84,2,5,7,2,1,4,58,0,6,52,14,2,1,4,27,2,0,True,False,False,True,False,False,False,False,False,1303.6666666666667,312,2.0,1.6666666666666667,1,1,True,False,False
53,1,1,18115,90,25,6,9,1,2,1,1,1,4,53,4,4,3,1,39,3,1,True,False,True,False,False,False,False,True,False,696.7307692307693,212,2.5,0.23076923076923078,1,0,False,False,True
55,1,3,10021,42,21,13,2,3,2,3,68,1,2,49,8,2,3,4,16,4,0,False,False,False,True,False,False,False,False,False,455.5,98,2.75,0.5909090909090909,1,1,False,False,True
56,1,3,11527,51,3,12,7,3,4,3,50,0,7,58,2,1,1,3,10,2,1,True,False,False,True,False,False,False,False,True,2881.75,406,2.25,3.0,1,0,False,False,True
22,1,1,17147,81,11,9,9,1,4,3,97,0,3,52,4,3,2,2,21,1,0,False,True,True,False,False,False,True,False,False,1428.9166666666667,156,2.75,0.75,1,0,False,False,False
28,1,5,15706,47,11,7,6,2,1,3,99,1,9,31,3,4,1,3,27,4,0,True,False,True,False,False,False,True,False,False,1308.8333333333333,279,2.25,0.5833333333333334,0,0,True,False,False
37,1,3,15072,26,10,11,8,4,1,2,70,0,6,31,6,1,4,3,16,3,1,False,True,True,False,False,False,False,True,False,1370.1818181818182,186,2.25,1.0,0,1,False,True,False
54,1,4,7332,26,28,13,5,2,4,1,94,1,9,30,2,3,1,2,31,1,1,False,False,False,False,False,False,True,False,False,252.82758620689654,270,2.5,0.4482758620689655,0,0,False,False,True
53,1,4,17140,89,23,5,9,3,4,4,93,0,3,52,14,1,4,2,25,1,1,True,False,True,False,False,False,True,False,False,714.1666666666666,156,2.75,0.20833333333333334,1,1,False,False,True
33,1,1,6659,65,11,10,9,1,2,1,76,0,8,54,13,4,1,3,13,3,1,False,False,True,False,False,False,False,True,False,554.9166666666666,432,2.5,0.8333333333333334,1,1,True,False,False
23,1,4,15793,49,17,9,1,1,4,1,96,1,8,59,1,4,2,1,42,3,0,True,False,True,False,False,False,True,False,False,877.3888888888889,472,2.75,0.5,1,0,False,False,False
48,0,5,16268,26,25,5,4,2,5,2,92,0,9,30,6,3,1,3,36,2,0,False,True,False,False,True,False,False,False,False,625.6923076923077,270,3.0,0.19230769230769232,0,1,False,False,True
34,1,2,3398,33,7,5,8,2,3,1,74,0,4,45,14,4,2,4,30,3,0,True,False,False,False,True,False,False,False,False,424.75,180,3.25,0.625,0,1,True,False,False
47,0,5,13850,73,29,11,6,2,5,2,75,1,5,42,11,4,2,2,6,2,0,False,False,False,False,False,False,False,False,False,461.6666666666667,210,3.25,0.36666666666666664,0,1,False,False,True
35,0,1,14586,27,1,6,2,1,4,3,28,1,7,59,5,3,2,2,39,1,0,False,True,False,False,False,False,False,False,True,7293.0,413,2.75,3.0,1,0,False,True,False
31,0,2,18290,33,20,8,1,1,3,4,54,0,9,50,14,2,2,4,33,2,0,True,False,False,True,False,False,False,False,False,870.952380952381,450,2.75,0.38095238095238093,1,1,True,False,False
24,1,4,18993,50,15,1,7,3,1,4,90,1,8,58,7,1,4,1,6,4,0,False,False,False,False,True,False,True,False,False,1187.0625,464,1.75,0.0625,1,1,False,False,False
53,0,3,3015,18,7,9,7,2,4,4,26,0,7,50,8,4,3,3,5,3,0,False,False,False,False,False,False,True,False,False,376.875,350,3.5,1.125,1,1,False,False,True
20,1,4,7374,27,4,8,0,3,4,3,12,1,3,44,10,4,3,4,42,4,0,True,False,False,False,False,False,False,False,False,1474.8,132,3.75,1.6,0,1,False,False,False
58,0,5,9513,98,23,14,1,3,1,2,19,1,3,50,5,1,1,4,29,3,0,False,False,False,True,False,False,False,False,True,396.375,150,1.75,0.5833333333333334,1,0,False,False,True
51,1,5,16250,20,3,7,4,2,4,2,67,1,4,48,15,4,4,3,18,2,0,False,True,True,False,False,False,False,False,False,4062.5,192,3.75,1.75,1,1,False,False,True
45,1,1,8174,58,20,5,4,4,3,2,74,0,1,31,16,1,1,1,46,2,1,True,False,False,False,False,True,False,False,True,389.23809523809524,31,1.5,0.23809523809523808,0,1,False,False,True
36,0,3,17467,90,28,1,6,1,1,2,16,0,7,33,14,1,2,3,14,3,1,False,True,False,True,False,False,False,False,True,602.3103448275862,231,1.75,0.034482758620689655,0,1,False,True,False
46,0,3,12571,94,3,7,4,4,1,1,39,1,9,40,11,4,2,4,10,3,0,False,False,False,False,False,True,False,False,False,3142.75,360,2.75,1.75,0,1,False,False,True
43,1,2,14505,95,29,9,8,1,2,1,54,0,5,39,0,4,1,2,42,4,0,False,False,False,True,False,False,False,False,True,483.5,195,2.25,0.3,0,0,False,True,False
54,0,2,4307,22,20,3,0,1,4,3,13,0,6,47,13,2,2,4,16,4,0,False,False,False,True,False,False,True,False,False,205.0952380952381,282,3.0,0.14285714285714285,1,1,False,False,True
58,1,5,12850,47,28,12,4,1,2,3,13,1,5,40,3,3,1,2,47,4,0,False,True,True,False,False,False,False,False,False,443.1034482758621,200,2.0,0.41379310344827586,0,0,False,False,True
45,1,1,7532,66,10,8,2,2,3,2,92,0,6,36,13,2,1,3,43,2,0,False,False,False,False,False,False,True,False,False,684.7272727272727,216,2.25,0.7272727272727273,0,1,False,False,True
57,1,5,10106,90,29,14,9,2,3,4,90,0,1,59,4,4,3,1,8,3,1,True,False,False,False,True,False,False,False,True,336.8666666666667,59,2.75,0.4666666666666667,1,0,False,False,True
42,0,3,8913,97,3,14,5,2,1,1,87,1,6,57,11,4,1,4,8,4,0,True,False,False,True,False,False,False,True,False,2228.25,342,2.5,3.5,1,1,False,True,False
41,1,3,7774,27,26,3,0,1,2,2,99,1,8,42,12,1,2,4,19,1,1,False,False,True,False,False,False,False,False,False,287.9259259259259,336,2.25,0.1111111111111111,0,1,False,True,False
23,1,5,15812,24,26,12,1,2,4,2,2,1,5,58,19,1,1,3,48,4,1,True,False,False,False,False,True,False,True,False,585.6296296296297,290,2.25,0.4444444444444444,1,1,False,False,False
28,1,3,9214,48,5,3,8,3,3,3,4,0,1,32,7,4,3,3,39,4,0,False,True,False,False,False,False,False,True,False,1535.6666666666667,32,3.25,0.5,0,1,True,False,False
23,1,2,3053,41,20,7,8,4,2,1,52,1,5,47,11,4,3,3,38,4,0,False,True,False,True,False,False,False,True,False,145.38095238095238,235,3.0,0.3333333333333333,1,1,False,False,False
26,0,3,6642,72,19,6,1,3,1,3,76,1,2,32,10,1,2,4,23,2,0,False,False,False,False,False,True,False,True,False,332.1,64,2.0,0.3,0,1,True,False,False
42,0,2,19463,81,21,14,3,1,5,2,53,1,1,30,12,1,2,3,42,2,1,True,False,False,True,False,False,True,False,False,884.6818181818181,30,2.75,0.6363636363636364,0,1,False,True,False
21,0,4,18049,58,10,5,9,2,1,3,4,0,5,59,14,4,2,3,23,4,0,True,False,False,False,True,False,False,False,False,1640.8181818181818,295,2.5,0.45454545454545453,1,1,False,False,False
43,0,1,19669,83,9,11,2,3,1,3,97,1,8,45,5,1,4,3,29,1,0,False,False,False,False,True,False,True,False,False,1966.9,360,2.25,1.1,0,0,False,True,False
59,1,1,12768,19,11,7,7,4,2,3,70,0,4,55,7,2,4,3,11,1,1,False,True,False,False,False,False,False,False,True,1064.0,220,2.75,0.5833333333333334,1,1,False,False,True
50,1,3,10966,51,1,9,0,1,5,4,8,0,5,36,14,2,2,2,6,1,0,False,False,False,False,False,True,False,False,False,5483.0,180,2.75,4.5,0,1,False,False,True
50,1,1,19611,85,20,1,8,1,4,1,33,0,9,40,13,4,4,2,49,1,0,True,False,False,False,True,False,False,False,False,933.8571428571429,360,3.5,0.047619047619047616,0,1,False,False,True
59,1,4,12712,70,13,10,3,3,1,3,59,0,9,34,8,3,2,2,34,2,0,True,False,True,False,False,False,True,False,False,908.0,306,2.0,0.7142857142857143,0,1,False,False,True
53,1,3,4984,65,23,13,7,1,1,2,27,0,4,52,18,3,2,4,30,1,0,False,False,False,False,False,False,False,False,True,207.66666666666666,208,2.5,0.5416666666666666,1,1,False,False,True
43,1,2,12942,70,4,1,7,3,5,1,57,0,6,32,15,3,1,4,43,3,0,False,True,False,True,False,False,False,True,False,2588.4,192,3.25,0.2,0,1,False,True,False
45,0,4,6723,56,24,5,5,2,4,2,65,0,2,56,8,2,2,2,16,1,0,False,True,False,False,False,True,False,False,True,268.92,112,2.5,0.2,1,1,False,False,True
35,1,4,5345,27,23,8,9,1,1,1,27,1,3,31,13,4,4,3,4,1,1,False,False,False,False,False,True,True,False,False,222.70833333333334,93,3.0,0.3333333333333333,0,1,False,True,False
32,1,1,9600,48,21,7,8,3,1,1,44,0,1,46,2,4,4,4,18,1,0,True,False,True,False,False,False,True,False,False,436.3636363636364,46,3.25,0.3181818181818182,1,0,True,False,False
34,1,2,4460,48,10,7,7,2,2,1,3,0,1,59,10,1,4,4,38,2,0,False,True,False,False,True,False,True,False,False,405.45454545454544,59,2.75,0.6363636363636364,1,1,True,False,False
46,0,5,10513,67,4,3,2,4,2,3,87,0,6,51,2,2,1,3,40,1,1,False,False,False,False,False,True,False,True,False,2102.6,306,2.0,0.6,1,0,False,False,True
23,1,4,4208,17,8,9,5,3,3,4,65,0,6,40,9,1,1,2,45,2,0,True,False,True,False,False,False,False,False,False,467.55555555555554,240,1.75,1.0,0,1,False,False,False
35,1,1,6795,88,17,5,1,4,2,1,61,0,5,46,2,4,3,1,38,3,0,False,True,True,False,False,False,False,False,True,377.5,230,2.5,0.2777777777777778,1,0,False,True,False
49,1,4,5508,51,2,11,0,4,4,4,61,0,1,44,16,2,3,3,29,4,1,False,True,False,True,False,False,False,False,True,1836.0,44,3.0,3.6666666666666665,0,1,False,False,True
49,0,2,4667,66,21,14,4,1,3,3,37,1,2,51,0,1,1,1,38,4,0,False,False,True,False,False,False,False,True,False,212.13636363636363,102,1.5,0.6363636363636364,1,0,False,False,True
55,1,2,17962,20,26,12,6,3,2,2,58,1,9,48,8,4,1,3,9,4,0,True,False,False,False,False,False,True,False,False,665.2592592592592,432,2.5,0.4444444444444444,1,1,False,False,True
22,1,3,12688,35,7,10,5,2,5,4,32,1,7,48,1,4,2,2,27,2,0,False,True,False,False,False,True,False,False,True,1586.0,336,3.25,1.25,1,0,False,False,False
41,0,5,16580,59,25,3,3,3,2,4,52,0,8,35,15,2,2,1,17,4,0,False,False,False,False,False,False,False,False,False,637.6923076923077,280,1.75,0.11538461538461539,0,1,False,True,False
41,1,5,15908,19,3,6,3,3,2,1,23,1,8,38,3,3,2,1,11,2,0,False,True,True,False,False,False,False,False,True,3977.0,304,2.0,1.5,0,0,False,True,False
31,0,1,13112,17,21,8,8,1,2,4,96,0,1,55,1,2,2,4,33,4,0,True,False,True,False,False,False,True,False,False,596.0,55,2.5,0.36363636363636365,1,0,True,False,False
40,1,5,15674,34,11,8,2,1,1,1,97,0,4,58,12,4,3,1,8,2,0,False,True,False,False,False,False,False,False,True,1306.1666666666667,232,2.25,0.6666666666666666,1,1,False,True,False
23,0,2,9677,90,18,4,1,2,5,4,80,1,3,34,15,2,2,4,12,2,0,True,False,False,True,False,False,True,False,False,509.3157894736842,102,3.25,0.21052631578947367,0,1,False,False,False
50,1,5,13132,75,6,13,5,1,3,4,45,1,7,38,10,1,2,4,3,1,0,False,True,True,False,False,False,False,False,False,1876.0,266,2.5,1.8571428571428572,0,1,False,False,True
50,1,1,7309,49,22,4,0,2,1,1,83,1,3,34,19,2,4,1,44,3,1,False,True,False,False,False,False,False,True,False,317.7826086956522,102,2.0,0.17391304347826086,0,1,False,False,True
42,0,4,3365,46,20,9,1,2,5,1,83,0,8,48,3,3,3,4,11,2,0,False,False,False,False,False,False,True,False,False,160.23809523809524,384,3.75,0.42857142857142855,1,0,False,True,False
39,1,5,8911,33,14,14,3,2,3,4,86,1,6,51,2,3,4,1,10,1,0,False,True,False,False,False,True,True,False,False,594.0666666666667,306,2.75,0.9333333333333333,1,0,False,True,False
34,1,5,5221,29,13,14,8,3,2,2,43,1,3,36,14,3,1,4,23,2,0,True,False,False,True,False,False,False,False,True,372.92857142857144,108,2.5,1.0,0,1,True,False,False
42,0,2,19656,88,2,13,3,4,1,3,62,0,1,58,0,3,2,3,15,4,1,False,False,False,False,True,False,False,True,False,6552.0,58,2.25,4.333333333333333,1,0,False,True,False
47,1,2,17084,71,16,10,9,4,3,2,68,1,8,37,7,2,3,2,34,1,0,True,False,False,False,False,False,True,False,False,1004.9411764705883,296,2.5,0.5882352941176471,0,1,False,False,True
35,0,4,6621,40,24,2,2,1,2,3,93,1,8,37,13,4,4,4,26,1,1,True,False,False,False,False,True,False,False,True,264.84,296,3.5,0.08,0,1,False,True,False
56,1,3,6642,84,8,13,0,3,1,3,20,0,9,51,3,2,4,2,34,2,1,False,False,False,False,True,False,False,False,False,738.0,459,2.25,1.4444444444444444,1,0,False,False,True
40,0,5,18541,16,15,9,7,3,3,1,37,1,7,50,5,2,3,1,17,1,1,True,False,False,False,False,True,False,True,False,1158.8125,350,2.25,0.5625,1,0,False,True,False
34,1,2,19985,63,13,13,3,4,3,2,16,0,8,56,13,4,4,3,49,3,0,False,True,False,False,False,True,False,False,True,1427.5,448,3.5,0.9285714285714286,1,1,True,False,False
36,1,3,11803,62,1,13,1,4,1,3,78,0,1,39,3,1,2,1,7,3,0,False,False,False,True,False,False,False,True,False,5901.5,39,1.25,6.5,0,0,False,True,False
56,0,5,3326,46,2,14,6,3,1,4,18,1,1,33,13,2,1,4,26,3,0,False,True,True,False,False,False,True,False,False,1108.6666666666667,33,2.0,4.666666666666667,0,1,False,False,True
32,1,5,5927,17,4,8,0,3,3,4,26,0,7,40,10,3,3,2,42,1,0,False,True,False,True,False,False,False,False,True,1185.4,280,2.75,1.6,0,1,True,False,False
38,0,3,16527,97,13,13,2,3,4,4,60,0,7,40,0,2,4,4,27,2,0,True,False,False,False,True,False,False,False,False,1180.5,280,3.5,0.9285714285714286,0,0,False,True,False
49,0,2,4964,34,12,3,9,1,2,3,17,0,3,42,15,2,3,4,15,4,0,True,False,False,True,False,False,False,False,False,381.84615384615387,126,2.75,0.23076923076923078,0,1,False,False,True
37,0,4,7459,51,12,2,4,4,3,1,86,1,6,49,11,1,3,2,32,2,0,False,True,True,False,False,False,False,False,True,573.7692307692307,294,2.25,0.15384615384615385,1,1,False,True,False
33,1,5,5081,34,1,2,6,1,1,4,51,0,6,41,13,3,1,1,35,2,0,False,False,False,True,False,False,False,False,True,2540.5,246,1.5,1.0,0,1,True,False,False
55,1,1,15692,74,6,1,2,2,3,2,43,0,6,55,4,2,3,4,24,1,1,False,True,False,True,False,False,False,True,False,2241.714285714286,330,3.0,0.14285714285714285,1,0,False,False,True
55,1,1,9281,73,11,10,3,4,1,4,8,1,4,37,5,4,1,1,21,1,0,False,True,False,True,False,False,False,False,True,773.4166666666666,148,1.75,0.8333333333333334,0,0,False,False,True
39,0,1,5075,95,16,9,4,1,2,1,82,0,9,43,16,3,2,2,18,3,0,True,False,False,False,False,False,False,True,False,298.52941176470586,387,2.25,0.5294117647058824,0,1,False,True,False
38,0,4,7028,56,2,14,9,3,1,4,38,0,4,42,12,1,4,3,38,2,1,True,False,False,False,False,False,True,False,False,2342.6666666666665,168,2.25,4.666666666666667,0,1,False,True,False
26,0,5,7201,37,3,1,1,4,1,4,46,0,4,52,15,4,4,1,19,1,0,False,True,False,True,False,False,False,False,True,1800.25,208,2.5,0.25,1,1,True,False,False
23,1,2,19155,55,11,2,8,3,4,3,36,1,5,42,5,3,2,2,23,1,0,False,True,True,False,False,False,True,False,False,1596.25,210,2.75,0.16666666666666666,0,0,False,False,False
53,0,2,17492,87,9,7,6,4,1,1,1,0,2,33,15,2,1,1,23,2,0,True,False,True,False,False,False,False,False,False,1749.2,66,1.25,0.7,0,1,False,False,True
21,1,4,14370,41,7,5,1,2,5,2,94,1,6,35,15,1,2,3,34,4,0,False,True,True,False,False,False,False,True,False,1796.25,210,2.75,0.625,0,1,False,False,False
24,1,5,4256,95,4,13,5,1,5,1,95,1,7,52,11,4,2,3,1,4,0,True,False,True,False,False,False,False,True,False,851.2,364,3.5,2.6,1,1,False,False,False
29,1,3,7297,60,28,11,6,1,4,2,80,0,3,35,3,2,3,1,48,2,0,False,True,False,False,False,True,False,False,False,251.6206896551724,105,2.5,0.3793103448275862,0,0,True,False,False
51,1,3,15830,31,10,1,9,2,2,3,25,1,4,57,15,3,1,2,8,2,0,False,False,False,True,False,False,True,False,False,1439.090909090909,228,2.0,0.09090909090909091,1,1,False,False,True
32,1,5,3040,16,1,4,3,3,2,3,84,0,5,55,11,3,3,3,8,1,0,False,False,False,True,False,False,False,True,False,1520.0,275,2.75,2.0,1,1,True,False,False
58,1,5,16375,29,13,12,3,3,1,2,82,0,1,59,0,1,4,1,25,3,0,False,True,False,False,False,True,False,False,False,1169.642857142857,59,1.75,0.8571428571428571,1,0,False,False,True
24,1,2,16177,89,4,6,7,4,4,4,78,1,8,58,18,1,3,1,40,3,0,True,False,True,False,False,False,False,False,False,3235.4,464,2.25,1.2,1,1,False,False,False
29,1,4,5859,71,26,8,1,4,4,1,60,0,4,53,5,3,4,2,7,1,0,False,True,False,False,True,False,False,False,False,217.0,212,3.25,0.2962962962962963,1,0,True,False,False
29,0,4,5462,55,13,2,1,4,4,2,67,0,5,39,5,4,1,1,16,2,0,False,True,False,False,True,False,False,False,True,390.14285714285717,195,2.5,0.14285714285714285,0,0,True,False,False
57,1,2,5037,87,22,10,1,4,5,4,8,1,4,32,17,4,2,4,35,1,0,True,False,False,False,False,True,True,False,False,219.0,128,3.75,0.43478260869565216,0,1,False,False,True
46,1,1,13611,28,24,12,1,3,2,2,53,1,2,39,15,4,3,1,17,2,0,False,True,False,False,True,False,False,False,False,544.44,78,2.5,0.48,0,1,False,False,True
40,0,3,4674,22,11,3,6,3,5,3,96,0,9,56,11,1,1,2,48,4,0,True,False,False,False,False,False,True,False,False,389.5,504,2.25,0.25,1,1,False,True,False
27,0,5,19747,90,25,14,3,3,2,1,57,0,1,54,13,4,1,3,22,1,0,False,True,False,True,False,False,False,True,False,759.5,54,2.5,0.5384615384615384,1,1,True,False,False
20,0,3,16547,21,15,7,4,1,3,2,26,1,1,47,16,2,4,2,27,4,0,True,False,False,False,True,False,False,False,True,1034.1875,47,2.75,0.4375,1,1,False,False,False
47,0,3,19159,81,13,1,7,2,1,2,2,0,8,58,7,4,3,4,37,4,0,False,True,False,False,False,False,False,False,False,1368.5,464,3.0,0.07142857142857142,1,1,False,False,True
58,1,4,5518,40,4,7,6,2,3,1,65,1,1,43,10,1,2,3,11,3,0,False,False,False,True,False,False,False,False,False,1103.6,43,2.25,1.4,0,1,False,False,True
33,0,2,17183,17,6,1,7,1,1,4,64,0,6,34,6,4,2,4,3,2,0,True,False,False,False,False,False,False,False,False,2454.714285714286,204,2.75,0.14285714285714285,0,1,True,False,False
40,0,1,11691,60,2,8,4,1,1,3,56,0,3,57,19,4,3,3,14,1,0,False,False,False,True,False,False,False,True,False,3897.0,171,2.75,2.6666666666666665,1,1,False,True,False
49,0,1,6053,18,2,6,7,1,4,3,3,0,6,36,18,2,1,4,18,3,0,True,False,False,True,False,False,False,False,True,2017.6666666666667,216,2.75,2.0,0,1,False,False,True
40,0,2,19962,71,6,10,0,3,5,1,51,0,8,44,1,4,3,3,9,2,0,True,False,False,False,True,False,True,False,False,2851.714285714286,352,3.75,1.4285714285714286,0,0,False,True,False
28,1,3,16499,60,25,14,4,4,5,4,82,1,1,54,16,2,1,1,8,2,0,True,False,False,False,False,True,True,False,False,634.5769230769231,54,2.25,0.5384615384615384,1,1,True,False,False
36,0,2,18899,28,3,7,9,4,2,3,64,0,1,33,12,3,1,2,4,4,0,True,False,False,False,True,False,True,False,False,4724.75,33,2.0,1.75,0,1,False,True,False
24,0,2,17738,17,20,2,1,4,4,4,99,1,6,33,13,3,3,4,1,2,0,False,True,True,False,False,False,True,False,False,844.6666666666666,198,3.5,0.09523809523809523,0,1,False,False,False
50,0,5,17829,27,27,6,4,2,5,3,14,1,8,42,10,3,4,3,14,4,0,False,True,False,False,False,False,True,False,False,636.75,336,3.75,0.21428571428571427,0,1,False,False,True
59,0,5,4257,22,25,5,1,4,2,1,41,1,4,47,8,4,3,3,47,2,1,True,False,True,False,False,False,True,False,False,163.73076923076923,188,3.0,0.19230769230769232,1,1,False,False,True
57,1,3,9635,70,25,3,5,1,2,1,64,1,8,56,8,2,1,3,26,2,1,False,True,False,True,False,False,True,False,False,370.5769230769231,448,2.0,0.11538461538461539,1,1,False,False,True
38,0,4,5972,16,11,9,8,1,2,4,55,0,3,35,16,3,2,2,35,4,0,True,False,False,False,True,False,False,False,True,497.6666666666667,105,2.25,0.75,0,1,False,True,False
55,0,1,8041,60,15,5,1,2,5,3,85,1,6,46,16,3,2,3,45,4,0,True,False,True,False,False,False,False,False,True,502.5625,276,3.25,0.3125,1,1,False,False,True
52,0,5,5988,45,29,8,9,1,1,3,76,0,4,51,10,1,2,2,39,1,1,False,False,True,False,False,False,False,True,False,199.6,204,1.5,0.26666666666666666,1,1,False,False,True
32,1,3,17448,95,21,4,1,3,4,4,75,1,8,49,11,2,3,2,9,4,0,True,False,True,False,False,False,False,False,False,793.0909090909091,392,2.75,0.18181818181818182,1,1,True,False,False
33,0,2,4524,49,9,13,9,1,4,4,81,1,6,43,10,2,3,3,8,4,0,True,False,False,True,False,False,False,False,True,452.4,258,3.0,1.3,0,1,True,False,False
52,0,5,9487,76,21,6,2,1,2,4,1,0,3,56,9,2,2,1,46,3,0,False,True,False,True,False,False,False,False,False,431.22727272727275,168,1.75,0.2727272727272727,1,1,False,False,True
48,1,2,15645,60,21,4,9,1,2,2,44,1,6,35,8,2,1,3,21,1,0,True,False,False,True,False,False,False,True,False,711.1363636363636,210,2.0,0.18181818181818182,0,1,False,False,True
55,0,2,15413,38,7,4,4,2,2,3,62,1,5,57,17,4,4,1,43,4,0,True,False,True,False,False,False,False,False,True,1926.625,285,2.75,0.5,1,1,False,False,True
29,1,5,8839,79,15,9,9,3,2,4,46,1,9,36,17,3,4,4,32,3,0,False,False,False,False,False,False,False,True,False,552.4375,324,3.25,0.5625,0,1,True,False,False
50,1,3,8672,58,22,5,8,1,2,4,70,0,2,52,10,1,3,4,7,4,1,False,True,False,False,True,False,False,False,True,377.04347826086956,104,2.5,0.21739130434782608,1,1,False,False,True
25,0,1,3381,65,10,1,2,3,2,4,82,1,8,38,16,2,2,3,16,3,0,False,True,False,False,True,False,False,False,True,307.3636363636364,304,2.25,0.09090909090909091,0,1,True,False,False
20,0,3,4804,60,11,11,8,3,4,2,33,0,2,45,11,4,1,2,32,2,1,False,False,False,True,False,False,True,False,False,400.3333333333333,90,2.75,0.9166666666666666,0,1,False,False,False
26,1,4,8218,47,23,7,8,4,2,4,0,1,1,30,13,3,3,4,32,1,0,True,False,True,False,False,False,False,False,False,342.4166666666667,30,3.0,0.2916666666666667,0,1,True,False,False
46,1,4,13691,78,26,3,8,3,1,1,58,1,5,41,3,4,1,2,35,1,0,False,False,False,False,False,False,False,True,False,507.0740740740741,205,2.0,0.1111111111111111,0,0,False,False,True
40,0,1,5642,40,2,11,3,3,3,2,97,1,9,48,16,2,2,3,10,1,0,False,True,False,False,False,True,True,False,False,1880.6666666666667,432,2.5,3.6666666666666665,1,1,False,True,False
47,1,4,19407,53,14,3,9,3,5,4,81,0,9,33,11,2,2,3,32,1,0,False,False,False,True,False,False,False,False,True,1293.8,297,3.0,0.2,0,1,False,False,True
35,1,2,18776,72,16,12,5,2,5,3,46,0,7,56,13,2,1,4,23,1,0,False,True,False,False,False,True,False,False,True,1104.4705882352941,392,3.0,0.7058823529411765,1,1,False,True,False
42,0,4,3352,40,9,6,1,4,4,4,4,0,8,52,5,2,1,2,20,3,1,False,False,False,False,True,False,False,True,False,335.2,416,2.25,0.6,1,0,False,True,False
